流水號,名稱與備註,教授,學分,時間,教室,選修別,全與半,分發條件內容
11027CL0201-K,國文,劉毅鳴,2,四34/TR-A206,教研大樓-A206,必修,半,"['學制:限學士班。系所:限土木工程學系。年級:限一年級。班別:限B。', '身份:限非僑生/交換生。', '學制:限學士班。系所:限英美語文學系、文學院學士班、化學工程與材料工程學系。年級:限一年級。', '身份:限非僑生/交換生。', '學制:限學士班。系所:限英美語文學系、文學院學士班、土木工程學系、化學工程與材料工程學系。年級:限四年級。', '身份:限非僑生/交換生。', '學制:限學士班。系所:限英美語文學系、文學院學士班、土木工程學系、化學工程與材料工程學系。年級:限三年級。', '身份:限非僑生/交換生。', '學制:限學士班。系所:限英美語文學系、文學院學士班、土木工程學系、化學工程與材料工程學系。年級:限二年級。', '身份:限非僑生/交換生。']"
11028CL0201-L,國文,許慈珍,2,四34/*-***,其他-***,必修,半,"['學制:限學士班。系所:限土木工程學系。年級:限一年級。班別:限B。', '身份:限非僑生/交換生。', '學制:限學士班。系所:限英美語文學系、文學院學士班、化學工程與材料工程學系。年級:限一年級。', '身份:限非僑生/交換生。', '學制:限學士班。系所:限英美語文學系、文學院學士班、土木工程學系、化學工程與材料工程學系。年級:限四年級。', '身份:限非僑生/交換生。', '學制:限學士班。系所:限英美語文學系、文學院學士班、土木工程學系、化學工程與材料工程學系。年級:限三年級。', '身份:限非僑生/交換生。', '學制:限學士班。系所:限英美語文學系、文學院學士班、土木工程學系、化學工程與材料工程學系。年級:限二年級。', '身份:限非僑生/交換生。']"
11029CL0201-M,國文,羅志強,2,四34/E-134,工程一館-134,必修,半,"['學制:限學士班。系所:限土木工程學系。年級:限一年級。班別:限B。', '身份:限非僑生/交換生。', '學制:限學士班。系所:限英美語文學系、文學院學士班、化學工程與材料工程學系。年級:限一年級。', '身份:限非僑生/交換生。', '學制:限學士班。系所:限英美語文學系、文學院學士班、土木工程學系、化學工程與材料工程學系。年級:限四年級。', '身份:限非僑生/交換生。', '學制:限學士班。系所:限英美語文學系、文學院學士班、土木工程學系、化學工程與材料工程學系。年級:限三年級。', '身份:限非僑生/交換生。', '學制:限學士班。系所:限英美語文學系、文學院學士班、土木工程學系、化學工程與材料工程學系。年級:限二年級。', '身份:限非僑生/交換生。']"
11030CL0201-N,國文,廖鈺婷,2,四34/E-358,工程一館-358,必修,半,"['學制:限學士班。系所:限土木工程學系。年級:限一年級。班別:限B。', '身份:限非僑生/交換生。', '學制:限學士班。系所:限英美語文學系、文學院學士班、化學工程與材料工程學系。年級:限一年級。', '身份:限非僑生/交換生。', '學制:限學士班。系所:限英美語文學系、文學院學士班、土木工程學系、化學工程與材料工程學系。年級:限四年級。', '身份:限非僑生/交換生。', '學制:限學士班。系所:限英美語文學系、文學院學士班、土木工程學系、化學工程與材料工程學系。年級:限三年級。', '身份:限非僑生/交換生。', '學制:限學士班。系所:限英美語文學系、文學院學士班、土木工程學系、化學工程與材料工程學系。年級:限二年級。', '身份:限非僑生/交換生。']"
11031CL0201-O,國文,鄭芳祥,2,五34/A-103,文學一館-103,必修,半,"['學制:限學士班。系所:限土木工程學系。年級:限一年級。班別:限A。', '身份:限非僑生/交換生。', '學制:限學士班。系所:限機械工程學系、工學院學士班。年級:限一年級。', '身份:限非僑生/交換生。']"
11032CL0201-P,國文,李慧琪,2,五34/A-109,文學一館-109,必修,半,"['學制:限學士班。系所:限土木工程學系。年級:限一年級。班別:限A。', '身份:限非僑生/交換生。', '學制:限學士班。系所:限機械工程學系、工學院學士班。年級:限一年級。', '身份:限非僑生/交換生。']"
11033CL0201-Q,國文,涂藍云,2,五34/M-327,鴻經館-327,必修,半,"['學制:限學士班。系所:限機械工程學系、工學院學士班。年級:限一年級。', '身份:限非僑生/交換生。', '學制:限學士班。系所:限土木工程學系。年級:限一年級。班別:限A。', '身份:限非僑生/交換生。']"
11034CL0201-R,國文,劉毅鳴,2,五34/*-***,其他-***,必修,半,"['學制:限學士班。系所:限土木工程學系。年級:限一年級。班別:限A。', '身份:限非僑生/交換生。', '學制:限學士班。系所:限機械工程學系、工學院學士班。年級:限一年級。', '身份:限非僑生/交換生。']"
11035CL0201-S,國文,許慈珍,2,五34/*-***,其他-***,必修,半,"['學制:限學士班。系所:限土木工程學系。年級:限一年級。班別:限A。', '身份:限非僑生/交換生。', '學制:限學士班。系所:限機械工程學系、工學院學士班。年級:限一年級。', '身份:限非僑生/交換生。']"
11036CL0201-T,國文,羅志強,2,五34/M-328,鴻經館-328,必修,半,"['學制:限學士班。系所:限土木工程學系。年級:限一年級。班別:限A。', '身份:限非僑生/交換生。', '學制:限學士班。系所:限機械工程學系、工學院學士班。年級:限一年級。', '身份:限非僑生/交換生。']"
11037CL0201-U,國文,蘇嘉駿,2,五34/*-***,其他-***,必修,半,"['學制:限學士班。系所:限土木工程學系。年級:限一年級。班別:限A。', '身份:限非僑生/交換生。', '學制:限學士班。系所:限機械工程學系、工學院學士班。年級:限一年級。', '身份:限非僑生/交換生。']"
11038CL0201-V,國文,林廣一,2,五34/TR-A202,教研大樓-A202,必修,半,"['學制:限學士班。系所:限土木工程學系。年級:限一年級。班別:限A。', '身份:限非僑生/交換生。', '學制:限學士班。系所:限機械工程學系、工學院學士班。年級:限一年級。', '身份:限非僑生/交換生。']"
11039CL0201-W,國文,廖鈺婷,2,五34/I1-307,管理二館-307,必修,半,"['學制:限學士班。系所:限財務金融學系、經濟學系。年級:限一年級。', '身份:限非僑生/交換生。', '學制:限學士班。系所:限財務金融學系、經濟學系。年級:限四年級。', '身份:限非僑生/交換生。']"
11040CL0201-X,國文,羅健祐,2,五34/I1-309,管理二館-309,必修,半,"['學制:限學士班。系所:限財務金融學系、經濟學系。年級:限一年級。', '身份:限非僑生/交換生。', '學制:限學士班。系所:限財務金融學系、經濟學系。年級:限四年級。', '身份:限非僑生/交換生。']"
11041CL0201-Y,國文,張力云,2,五34/S4-205,健雄館(科學四館)-205,必修,半,"['學制:限學士班。系所:限財務金融學系、經濟學系。年級:限一年級。', '身份:限非僑生/交換生。', '學制:限學士班。系所:限財務金融學系、經濟學系。年級:限四年級。', '身份:限非僑生/交換生。']"
11042CL0201-Z,國文,莊斐喬,2,五34/TR-A206,教研大樓-A206,必修,半,"['學制:限學士班。系所:限財務金融學系、經濟學系。年級:限一年級。', '身份:限非僑生/交換生。']"
11043CL1004-*,國學導讀Introduction to Chinese Classics,孫致文,2,一78/C2-106,文學二館-106,必修,全,"['系所:限中國文學系。年級:限一年級。', '身份:限非交換生。', '系所:限中國文學系。', '身份:限非交換生。']"
11044CL1006-*,文學概論Introduction to Literature,宋玉雯,2,三78/C2-107,文學二館-107,必修,全,"['系所:限中國文學系。年級:限一年級。', '身份:限非交換生。', '系所:限中國文學系。', '身份:限非交換生。', '系所:限輔系-中國文學系、雙主修-中國文學系、教育學程-中等教師、第二專長-中文。', '身份:限非交換生。']"
11045CL1026-*,古籍閱讀Reading Classics,孫致文,1,一6/C2-106,文學二館-106,必修,全,"['系所:限中國文學系。年級:限一年級。', '身份:限非交換生。', '系所:限中國文學系。', '身份:限非交換生。']"
11046CL1064-*,論語The Analects of Confucius,孫致文,3,一234/C2-107,文學二館-107,選修,半,"['系所:限中國文學系。年級:限一年級。', '系所:限中國文學系。']"
11047CL1107-*,僑生國文Chinese for Overseas Chinese Students限中級組僑生拿密碼卡選修,劉心慧,2,一AB/C2-111,文學二館-111,必修,半,['學制:限學士班。身份:限僑生/交換生。']
11048CL2002-*,歷代文選及習作Chinese Prose,郭永吉,3,三678/C2-106,文學二館-106,必修,全,"['系所:限中國文學系。年級:限二年級。', '身份:限非交換生。', '系所:限輔系-中國文學系、雙主修-中國文學系、教育學程-中等教師、第二專長-中文。', '身份:限非交換生。', '系所:限中國文學系。年級:限三年級、四年級。', '身份:限非交換生。', '系所:限中國文學系。年級:限二年級、三年級、四年級。身份:限交換生。']"
11049CL2004-*,文字學Chinese Paleography同學年上學期成績未達,李淑萍,2,三34/C2-111,文學二館-111,必修,全,"['系所:限中國文學系。年級:限二年級。', '身份:限非交換生。', '指定課程:必須先修CL2003。且檢定指定課程平均成績達40分以上。', '系所:限中國文學系。年級:限四年級。', '身份:限非交換生。', '指定課程:必須先修CL2003。且檢定指定課程平均成績達40分以上。', '系所:限中國文學系。年級:限三年級。', '身份:限非交換生。', '指定課程:必須先修CL2003。且檢定指定課程平均成績達40分以上。', '系所:限輔系-中國文學系、雙主修-中國文學系、教育學程-中等教師、第二專長-中文。', '身份:限非交換生。', '指定課程:必須先修CL2003。且檢定指定課程平均成績達40分以上。', '系所:限中國文學系。身份:限交換生。指定課程:必須先修CL2003。且檢定指定課程平均成績達40分以上。']"
11050CL2006-*,中國文學史History of Chinese Literature,王學玲,3,五234/C2-111,文學二館-111,必修,全,"['系所:限中國文學系。年級:限二年級。', '身份:限非交換生。', '系所:限中國文學系。年級:限三年級、四年級。', '身份:限非交換生。', '系所:限輔系-中國文學系、雙主修-中國文學系、教育學程-中等教師、第二專長-中文。', '身份:限非交換生。', '系所:限中國文學系。身份:限交換生。']"
11051CL2008-*,詩選及習作Chinese Poetry,李宜學,2,二56/C2-106,文學二館-106,必修,全,"['系所:限中國文學系。年級:限二年級。', '身份:限非交換生。', '系所:限中國文學系。年級:限三年級、四年級。', '身份:限非交換生。', '系所:限輔系-中國文學系、雙主修-中國文學系、教育學程-中等教師、第二專長-中文。', '身份:限非交換生。', '系所:限中國文學系。身份:限交換生。']"
11052CL2043-*,老子Lao Tsu,王矞慈,2,五56/C2-111,文學二館-111,選修,半,"['系所:限中國文學系。年級:限二年級。', '身份:限非交換生。', '系所:限中國文學系。', '身份:限非交換生。']"
11053CL2046-*,佛教與中國文學Buddhism and Chinese Literature,徐銘謙,2,三78/C2-113,文學二館-113,選修,全,"['系所:限中國文學系。', '學制:限學士班。']"
11054CL2069-*,韓非子Han  Feizi,劉德明,3,二789/C2-110,文學二館-110,選修,半,"['系所:限中國文學系。', '學制:限學士班。']"
11055CL3066-*,曲選及習作Readings in  Chyu,李元皓,2,一78/C2-111,文學二館-111,必修,全,"['系所:限中國文學系。年級:限四年級。', '身份:限非交換生。', '指定課程:必須先修CL2007、先修CL2008。', '系所:限中國文學系。年級:限三年級。', '身份:限非交換生。', '指定課程:必須先修CL2007、先修CL2008。', '系所:限輔系-中國文學系、雙主修-中國文學系、教育學程-中等教師、第二專長-中文。', '身份:限非交換生。']"
